requirementConfigurationId,requirementName,requirementTypeId,requirementType,requirementDepartmentId,requirementDepartment,requirementOptionTypeId,requirementOptionType,requirementCourseId,requirementId,requirementCreditAmount,stateCourseId,stateCourseCode,stateCourseName,courseOptionTypeId,courseOptionTypeName
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209016,40004403,3.5,1174,17001,"Construction Careers Explore",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209017,40004403,3.5,1175,17002,Construction—Comprehensive,2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209018,40004403,3.5,1176,17003,Carpentry,2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209019,40004403,3.5,1177,17004,"Framing Carpentry",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209020,40004403,3.5,1178,17005,"Particular Topics in Carpentry",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209021,40004403,3.5,1179,17006,Woodworking,2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209022,40004403,3.5,1180,17007,Cabinetmaking,2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209023,40004403,3.5,1181,17008,Masonry,2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209024,40004403,3.5,1182,17009,"Building Maintenance",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209025,40004403,3.5,1183,17010,"Home Maintenance",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209026,40004403,3.5,1184,17011,"Wall Finishings",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209027,40004403,3.5,1185,17012,Upholstering,2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209028,40004403,3.5,1186,17047,"General Construction—Ind Study",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209029,40004403,3.5,1187,17048,"General Construction—Work Exp",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209030,40004403,3.5,1188,17049,"General Construction—Other",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209031,40004403,3.5,1189,17051,"Air Conditioning",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209032,40004403,3.5,1190,17052,Refrigeration,2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209033,40004403,3.5,1191,17053,Heating,2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209034,40004403,3.5,1192,17054,"Air Conditioning/Refrigeration",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209035,40004403,3.5,1193,17055,"Air Condition Heat & Refrig",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209036,40004403,3.5,1194,17056,"Heat Vent & Air Condition",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209037,40004403,3.5,1195,17057,"Particular Topics in HVACR",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209038,40004403,3.5,1196,17058,Plumbing,2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209039,40004403,3.5,1197,17059,"Plumbing and Heating",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209040,40004403,3.5,1198,17097,"Air Condition Heat Plumb—Study",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209041,40004403,3.5,1199,17098,"Air Condition Heat Plumb—Work",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209042,40004403,3.5,1200,17099,"Air Condition Heat Plumb—Other",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209043,40004403,3.5,1201,17101,"Explore Electricity/Electronic",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209044,40004403,3.5,1202,17102,Electricity—Comprehensive,2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209045,40004403,3.5,1203,17103,"Residential Wiring",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209046,40004403,3.5,1204,17104,"Industrial Electricity",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209047,40004403,3.5,1205,17105,"Partic Topic Electricity",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209048,40004403,3.5,1206,17106,Electronics—Comprehensive,2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209049,40004403,3.5,1207,17107,"Partic Topic Electronics",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209050,40004403,3.5,1208,17108,Electricity/Electronics—Gen,2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209051,40004403,3.5,1209,17109,"Part Topic Electric/Electronic",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209052,40004403,3.5,1210,17110,"Analog and Digital Circuits",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209053,40004403,3.5,1211,17111,"Analog Circuits",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209054,40004403,3.5,1212,17112,"Digital Circuits",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209055,40004403,3.5,1213,17147,Electricity/Electronics—Study,2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209056,40004403,3.5,1214,17148,Electricity/Electronics—Work,2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209057,40004403,3.5,1215,17149,Electricity/Electronics—Other,2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209058,40004403,3.5,1216,17997,"Architect/Construct—Ind Study",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209059,40004403,3.5,1217,17998,"Architect/Construct—Work Exp",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209060,40004403,3.5,1218,17999,Architect/Construct—Other,2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209061,40004403,3.5,1219,18001,"Intro Ag & Natural Resources",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209062,40004403,3.5,1220,18002,Agriculture—Comprehensive,2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209063,40004403,3.5,1221,18003,"Ag & Natural Resources—Comp",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209064,40004403,3.5,1222,18051,"Plant Production/Science",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209065,40004403,3.5,1223,18052,"General Horticulture",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209066,40004403,3.5,1224,18053,"Ornamental Horticulture",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209067,40004403,3.5,1225,18054,"Turf and Landscape Management",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209068,40004403,3.5,1226,18055,"Soil Science",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209069,40004403,3.5,1227,18056,"Partic Topic Plant Systems",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209070,40004403,3.5,1228,18097,"Plant Systems—Ind Study",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209071,40004403,3.5,1229,18098,"Plant Systems—Work Exp",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209072,40004403,3.5,1230,18099,"Plant Systems—Other",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209073,40004403,3.5,1231,18101,"Animal Production/Science",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209074,40004403,3.5,1232,18102,"Small Animal Care",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209075,40004403,3.5,1233,18103,"Large Animal Care",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209076,40004403,3.5,1234,18104,"Equine Science",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209077,40004403,3.5,1235,18105,"Veterinary Science",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209078,40004403,3.5,1236,18106,"Partic Topic Animal Systems",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209079,40004403,3.5,1237,18147,"Animal Systems—Ind Study",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209080,40004403,3.5,1238,18148,"Animal Systems—Work Exp",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209081,40004403,3.5,1239,18149,"Animal Systems—Other",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209082,40004403,3.5,1240,18201,"Agribusiness Management",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209083,40004403,3.5,1241,18202,"Agricultural Entrepreneurship",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209084,40004403,3.5,1242,18203,"Agricultural Leadership",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209085,40004403,3.5,1243,18204,"Partic Topic Agribusiness",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209086,40004403,3.5,1244,18247,"Agribusiness—Independent Study",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209087,40004403,3.5,1245,18248,"Agribusiness—Work Exp",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209088,40004403,3.5,1246,18249,Agribusiness—Other,2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209089,40004403,3.5,1247,18301,"Agricultural Production",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209090,40004403,3.5,1248,18302,"Agricultural Processing",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209091,40004403,3.5,1249,18303,"Plant Processing",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209092,40004403,3.5,1250,18304,"Animal Processing",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209093,40004403,3.5,1251,18305,"Food Product Processing",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209094,40004403,3.5,1252,18306,Aquaculture,2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209095,40004403,3.5,1253,18307,"Agriculture and Society",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209096,40004403,3.5,1254,18308,"Agricultural Biotechnology",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209097,40004403,3.5,1255,18309,"Partic Topic Ag Produc/Process",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209098,40004403,3.5,1256,18347,"Ag Produc/Process—Ind Study",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209099,40004403,3.5,1257,18348,"Ag Produc/Process—Work Exp",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209100,40004403,3.5,1258,18349,"Ag Produc/Process—Other",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209101,40004403,3.5,1259,18401,"Ag Mechanics/Equip/Structures",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209102,40004403,3.5,1260,18402,"Ag Mechanics & Equipment",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209103,40004403,3.5,1261,18403,"Agriculture Structures",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209104,40004403,3.5,1262,18404,"Agriculture Welding",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209105,40004403,3.5,1263,18405,"Partic Topic Ag Mech Construct",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209106,40004403,3.5,1264,18447,"Ag Mech Construct—Ind Study",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209107,40004403,3.5,1265,18448,"Ag Mech Construct—Work Exp",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209108,40004403,3.5,1266,18449,"Ag Mech Construct—Other",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209109,40004403,3.5,1267,18501,"Wildlife Management",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209110,40004403,3.5,1268,18502,Forestry,2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209111,40004403,3.5,1269,18504,"Natural Resources Management",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209112,40004403,3.5,1270,18505,"Partic Topic Natural Resources",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209113,40004403,3.5,1271,18547,"Natural Resources—Ind Study",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209114,40004403,3.5,1272,18548,"Natural Resources—Work Exp",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209115,40004403,3.5,1273,18549,"Natural Resources—Other",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209116,40004403,3.5,1274,18997,"Ag Food Nat Resource—Ind Study",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209117,40004403,3.5,1275,18998,"Ag Food Nat Resource—Work Exp",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209118,40004403,3.5,1276,18999,"Ag Food Nat Resource—Other",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209119,40004403,3.5,1277,19001,"Human Serv Career Explore",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209120,40004403,3.5,1278,19051,"Child Care",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209121,40004403,3.5,1279,19052,"Child Development",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209122,40004403,3.5,1280,19053,"Elder Care",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209123,40004403,3.5,1281,19054,"Caregiving Service",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209124,40004403,3.5,1282,19055,"Partic Topic Child & Elder Car",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209125,40004403,3.5,1283,19097,"Child and Elder Care—Ind Study",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209126,40004403,3.5,1284,19098,"Child and Elder Care—Work Exp",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209127,40004403,3.5,1285,19099,"Child and Elder Care—Other",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209128,40004403,3.5,1286,19101,Cosmetology—Licensing,2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209129,40004403,3.5,1287,19102,Barbering,2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209130,40004403,3.5,1288,19103,"Hair Styling",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209131,40004403,3.5,1289,19104,Cosmetology—Non-licensing,2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209132,40004403,3.5,1290,19105,"Cosmetology—Nail Special",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209133,40004403,3.5,1291,19106,"Cosmetology—Facial Special",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209134,40004403,3.5,1292,19107,"Partic Topic Cosmetology",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209135,40004403,3.5,1293,19147,"Cosmetology—Independent Study",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209136,40004403,3.5,1294,19148,"Cosmetology—Work Exp",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209137,40004403,3.5,1295,19149,Cosmetology—Other,2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209138,40004403,3.5,1296,19151,"Teaching Profession",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209139,40004403,3.5,1297,19152,"Educational Methodology",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209140,40004403,3.5,1298,19153,"Early Childhood Education",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209141,40004403,3.5,1299,19154,"Particular Topics in Education",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209142,40004403,3.5,1300,19197,"Education—Independent Study",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209143,40004403,3.5,1301,19198,"Education—Workplace Experience",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209144,40004403,3.5,1302,19199,Education—Other,2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209145,40004403,3.5,1303,19201,"Clothing and Textiles",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209146,40004403,3.5,1304,19202,"Clothing/Textile Maintenance",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209147,40004403,3.5,1305,19203,"Apparel Construction",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209148,40004403,3.5,1306,19204,"Apparel and Textile Services",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209149,40004403,3.5,1307,19205,"Home Furnishing",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209150,40004403,3.5,1308,19206,"Home Furnishings Production",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209151,40004403,3.5,1309,19207,"Partic Topic Apparel & Furnish",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209152,40004403,3.5,1310,19247,"Apparel & Furnishings—Study",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209153,40004403,3.5,1311,19248,"Apparel & Furnishings—Work Exp",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209154,40004403,3.5,1312,19249,"Apparel & Furnishings—Other",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209155,40004403,3.5,1313,19997,"Human Services—Ind Study",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209156,40004403,3.5,1314,19998,"Human Services—Work Exp",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209157,40004403,3.5,1315,19999,"Human Services—Other",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209158,40004403,3.5,1316,20001,"Explore Trans Distrib & Logist",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209159,40004403,3.5,1317,20051,"Truck and Bus Driving",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209160,40004403,3.5,1318,20052,"Heavy Equipment Operation",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209161,40004403,3.5,1319,20053,Aviation,2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209162,40004403,3.5,1320,20054,"Boat Operation",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209163,40004403,3.5,1321,20097,"Operation—Independent Study",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209164,40004403,3.5,1322,20098,"Operation—Workplace Experience",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209165,40004403,3.5,1323,20099,Operation—Other,2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209166,40004403,3.5,1324,20101,Energy/Power,2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209167,40004403,3.5,1325,20102,"Power and Mechanics",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209168,40004403,3.5,1326,20103,"Introduction to Automobiles",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209169,40004403,3.5,1327,20104,"Auto Mechanics—Comprehensive",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209170,40004403,3.5,1328,20105,"Partic Topic Auto Mechanics",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209171,40004403,3.5,1329,20106,"Automotive Service",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209172,40004403,3.5,1330,20107,"Diesel Mechanics—Comprehensive",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209173,40004403,3.5,1331,20108,"Partic Topic Diesel Mechanics",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209174,40004403,3.5,1332,20109,"Small Vehicle Mechanics",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209175,40004403,3.5,1333,20110,"Small Engine Mechanics",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209176,40004403,3.5,1334,20111,"Marine Mechanics",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209177,40004403,3.5,1335,20112,"Heavy Equipment Mechanics",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209178,40004403,3.5,1336,20113,"Aircraft Power Plant",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209179,40004403,3.5,1337,20114,"Aircraft Airframe",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209180,40004403,3.5,1338,20115,"Auto Detail & Recondition",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209181,40004403,3.5,1339,20116,"Auto Body Repair Refinish—Comp",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209182,40004403,3.5,1340,20117,"Partic Topic Auto Body Rep Ref",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209183,40004403,3.5,1341,20118,"Boat Repair/Refinishing",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209184,40004403,3.5,1342,20147,"Mechanics & Repair—Ind Study",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209185,40004403,3.5,1343,20148,"Mechanics & Repair—Work Exp",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209186,40004403,3.5,1344,20149,"Mechanics & Repair—Other",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209187,40004403,3.5,1345,20151,Distribution—Comprehensive,2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209188,40004403,3.5,1346,20152,"Warehouse Operations",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209189,40004403,3.5,1347,20197,"Distribution & Logistics—Study",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209190,40004403,3.5,1348,20198,"Distribution & Logistics—Work",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209191,40004403,3.5,1349,20199,"Distribution & Logistics—Other",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209192,40004403,3.5,1350,20997,"Trans Dist Logis—Ind Study",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209193,40004403,3.5,1351,20998,"Trans Dist Logis—Work Exp",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209194,40004403,3.5,1352,20999,"Trans Dist Logis—Other",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209195,40004403,3.5,1353,21001,"Pre-Engineering Technology",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209196,40004403,3.5,1354,21002,"Engineering Applications",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209197,40004403,3.5,1355,21003,"Engineering Technology",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209198,40004403,3.5,1356,21004,"Principles of Engineering",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209199,40004403,3.5,1357,21005,Engineering—Comprehensive,2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209200,40004403,3.5,1358,21006,"Engineering Design",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209201,40004403,3.5,1359,21007,"Engineering Design & Develop",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209202,40004403,3.5,1360,21008,"Digital Electronics",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209203,40004403,3.5,1361,21009,Robotics,2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209204,40004403,3.5,1362,21010,"Computer Integrated Manufactur",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209205,40004403,3.5,1363,21011,"Civil Engineering",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209206,40004403,3.5,1364,21012,"Civil Engineer & Architecture",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209207,40004403,3.5,1365,21013,"Aerospace Engineering",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209208,40004403,3.5,1366,21014,"Biotechnical Engineering",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209209,40004403,3.5,1367,21015,"Partic Topic Engineering",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209210,40004403,3.5,1368,21047,"Engineering—Independent Study",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209211,40004403,3.5,1369,21048,"Engineering—Work Exp",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209212,40004403,3.5,1370,21049,Engineering—Other,2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209213,40004403,3.5,1371,21051,"Technological Literacy",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209214,40004403,3.5,1372,21052,"Technological Processes",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209215,40004403,3.5,1373,21053,"Emerging Technologies",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209216,40004403,3.5,1374,21054,"Technology Innovation & Assess",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209217,40004403,3.5,1375,21055,"Aerospace Technology",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209218,40004403,3.5,1376,21056,"Partic Topic Tech Applications",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209219,40004403,3.5,1377,21097,"Technology—Independent Study",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209220,40004403,3.5,1378,21098,"Technology—Work Exp",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209221,40004403,3.5,1379,21099,Technology—Other,2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209222,40004403,3.5,1380,21101,"Drafting Careers Exploration",2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209223,40004403,3.5,1381,21102,Drafting—General,2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209224,40004403,3.5,1382,21103,Drafting—Architectural,2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209225,40004403,3.5,1383,21104,Drafting—Civil/Structural,2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209226,40004403,3.5,1384,21105,Drafting—Electrical/Electronic,2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209227,40004403,3.5,1385,21106,Drafting—Technical/Mechanical,2,Optional
30000254,Elective,1,"Credit Requirement",28,Electives,1,Must,209228,40004403,3.5,1386,21107,"CAD Design and Software",2,Optional
